Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,CPU_Brand,Touchscreen,IPS,X_res,Y_res,PPI,SSD,HDD,Log_Price
290.0,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,16 SSD,Intel HD Graphics,Chrome OS,2.19,10602,Intel,0,0,1366,768,100.45466986113651,16,0,9.268797941547751
291.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,63243,Intel,0,0,1920,1080,127.33567457123111,0,1000,11.054739728528418
292.0,HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.54,26053,Intel,0,0,1600,900,106.11306214269258,0,1000,10.16788820369854
293.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,97449,Intel,0,0,1920,1080,141.21199808219862,256,0,11.487084443210403
294.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.05,39373,Intel,0,0,1920,1080,141.21199808219862,256,0,10.580835581187099
295.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,69210,Intel,0,1,1920,1080,141.21199808219862,0,1000,11.144900639835909
296.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,52161,Intel,0,0,1920,1080,141.21199808219862,256,0,10.862090368195899
297.0,Dell,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,256 SSD,Nvidia Quadro M1200,Windows 10,3.42,153705,Intel,0,0,1920,1080,127.33567457123111,256,0,11.942790459901929
298.0,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,1000 HDD,AMD Radeon R5 430,Windows 10,2.4,26586,AMD,0,0,1920,1080,141.21199808219862,0,1000,10.188140040427545
299.0,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Nvidia GeForce 940MX,Windows 10,1.63,78215,Intel,0,0,1920,1080,141.21199808219862,512,0,11.26721672399587
300.0,Asus,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.3,27119,Intel,0,0,1366,768,111.93520355955211,128,0,10.207989868218158
301.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,113060,Intel,0,0,1920,1080,127.33567457123111,256,1000,11.635673930229283
302.0,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,1000 HDD,Nvidia GeForce GTX 940M,Windows 10,5.8,34578,Intel,0,0,1600,900,106.11306214269258,0,1000,10.450972920664721
303.0,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2000 HDD,Nvidia GeForce 940MX,No OS,2.2,29250,Intel,0,0,1366,768,100.45466986113651,0,2000,10.283634852660002
304.0,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD    1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,67399,Intel,0,0,1920,1080,141.21199808219862,128,1000,11.11838545999508
305.0,Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000 HDD,Intel HD Graphics 505,No OS,2.2,19180,Intel,0,0,1366,768,100.45466986113651,0,1000,9.86162334843743
306.0,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,256 SSD,Intel HD Graphics 620,Windows 10,1.28,105228,Intel,1,0,1920,1080,165.6321180513006,256,0,11.563884703567355
307.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Nvidia GeForce 930M,Windows 10,2.2,55571,Intel,0,1,1920,1080,141.21199808219862,256,0,10.92541676143327
308.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 SSD    1000 HDD,Nvidia GeForce 940MX,Windows 10,2.3,43636,Intel,0,0,1920,1080,141.21199808219862,128,1000,10.683637776717648
309.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.86,24988,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.12615098861346
310.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.1,53226,Intel,0,1,1920,1080,165.6321180513006,256,0,10.882302277748641
311.0,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1000 SSD,Intel UHD Graphics 620,Windows 10,1.21,133146,Intel,1,1,3840,2160,331.2642361026012,1000,0,11.799201549484032
312.0,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,111834,Intel,0,1,1920,1080,141.21199808219862,256,1000,11.624770907959858
313.0,Acer,Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,256 SSD,AMD Radeon R5,Windows 10,2.23,24988,AMD,0,0,1920,1080,141.21199808219862,256,0,10.12615098861346
314.0,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.1,14652,Intel,1,0,1366,768,135.0942111925629,0,0,9.592332123898705
315.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD    1000 HDD,AMD Radeon 530,Windows 10,2.33,44968,Intel,0,0,1920,1080,141.21199808219862,128,1000,10.713706404681911
316.0,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1000 SSD,Intel UHD Graphics 620,Windows 10,1.29,130482,Intel,1,1,3840,2160,331.2642361026012,1000,0,11.778990565197043
317.0,Lenovo,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16 Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,24503,Intel,0,0,1366,768,117.82653006268643,0,0,10.106550838016146
318.0,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.95,52214,Intel,0,0,1920,1080,157.3505121487356,256,0,10.86310593714546
319.0,Acer,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128 Flash Storage,Intel HD Graphics 405,Windows 10,1.4,25840,Intel,0,0,1366,768,135.0942111925629,0,0,10.159678957896539
320.0,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.48,68837,Intel,0,0,1920,1080,157.3505121487356,256,0,11.139496670061519
321.0,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.79,31381,Intel,0,0,1600,900,106.11306214269258,0,1000,10.353957893210753
322.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,58288,Intel,0,0,1920,1080,157.3505121487356,256,0,10.973151519248345
323.0,HP,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,1000 HDD,Intel UHD Graphics 620,Windows 10,2.1,48058,Intel,0,1,1366,768,100.45466986113651,0,1000,10.78016389377619
324.0,Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,256 SSD,AMD Radeon RX 540,Windows 10,2.2,35111,AMD,0,0,1366,768,100.45466986113651,256,0,10.466269750670861
325.0,Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.44,15557,Intel,0,0,1366,768,111.93520355955211,0,0,9.652265977087122
326.0,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,1000 HDD,Intel HD Graphics 620,Windows 10,8.23,29250,Intel,0,0,1366,768,100.45466986113651,0,1000,10.283634852660002
327.0,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.7,55938,Intel,0,0,1920,1080,141.21199808219862,256,0,10.93199921352475
328.0,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.26,71128,Intel,0,0,1920,1080,176.23257360658386,256,0,11.172236349800976
329.0,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1000 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,140605,Intel,1,0,3840,2160,282.42399616439724,1000,0,11.85370981960406
330.0,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD    1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882,Intel,0,0,1920,1080,127.33567457123111,256,1000,11.06479291054266
331.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,50243,Intel,0,1,1920,1080,141.21199808219862,256,0,10.824626512735104
332.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD    1000 HDD,Intel HD Graphics 620,Windows 10,2.0,71075,Intel,0,0,1920,1080,157.3505121487356,256,1000,11.1714909365192
333.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.85,23922,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.08255381660941
334.0,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,53226,Intel,0,0,1920,1080,141.21199808219862,256,0,10.882302277748641
335.0,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.48,67559,Intel,0,0,1920,1080,157.3505121487356,256,0,11.120756569154405
337.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,60952,Intel,0,0,1920,1080,141.21199808219862,256,0,11.017841948152846
338.0,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Linux,2.0,14651,Intel,0,0,1366,768,100.45466986113651,0,1000,9.592263871501313
339.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.0,60885,Intel,0,0,1920,1080,141.21199808219862,256,0,11.016742117941108
340.0,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500 HDD,Intel HD Graphics,Linux,2.2,14646,Intel,0,0,1366,768,100.45466986113651,0,500,9.591922539621015
341.0,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2000 HDD,AMD Radeon 530,Windows 10,2.2,47898,AMD,0,0,1920,1080,141.21199808219862,0,2000,10.776829028873854
342.0,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1000 HDD,Nvidia GeForce 930MX ,Windows 10,2.1,38148,Intel,0,1,1920,1080,141.21199808219862,0,1000,10.549228610698803
343.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.4,111834,Intel,1,1,3840,2160,316.96506044349616,512,0,11.624770907959858
344.0,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.2,84129,Intel,0,0,1920,1080,165.6321180513006,256,0,11.340106614107878
345.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    2000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153,Intel,0,1,1920,1080,141.21199808219862,256,2000,11.004646595470813
346.0,HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.44,14865,Intel,0,0,1366,768,111.93520355955211,0,0,9.606764735432199
347.0,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512 SSD    256 SSD,Intel UHD Graphics 620,Windows 10,1.88,85672,Intel,0,0,1920,1080,141.21199808219862,256,0,11.358281330080711
348.0,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,19980,Intel,1,0,1366,768,135.0942111925629,0,0,9.902487052202545
349.0,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,AMD Radeon 530,Windows 10,0.0002,35324,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.472317898588694
351.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,69477,Intel,0,0,1920,1080,141.21199808219862,256,0,11.14875104152993
352.0,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD    1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,75071,Intel,0,0,1920,1080,127.33567457123111,128,1000,11.22618961137882
353.0,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia Quadro M1200,Windows 10,2.6,92615,Intel,0,0,1920,1080,141.21199808219862,256,0,11.436206394556823
354.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Nvidia GeForce 930M,Windows 10,2.4,74751,Intel,0,1,1920,1080,141.21199808219862,512,0,11.22191786908987
355.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128 SSD    2000 HDD,AMD Radeon 530,Windows 10,2.02,51729,Intel,0,0,1920,1080,141.21199808219862,128,2000,10.853773831668242
356.0,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,No OS,2.2,17155,Intel,0,0,1366,768,100.45466986113651,0,1000,9.75004495529255
357.0,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,53226,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.882302277748641
358.0,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2000 HDD,Intel HD Graphics 620,Windows 10,2.36,29696,Intel,1,0,1366,768,100.45466986113651,0,2000,10.298767635585927
359.0,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,76030,Intel,0,0,1920,1080,157.3505121487356,256,0,11.238883278222483
360.0,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500 HDD,Intel HD Graphics 520,Windows 10,1.86,23389,Intel,0,0,1366,768,100.45466986113651,0,500,10.060021105350893
361.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,50349,Intel,0,0,1920,1080,157.3505121487356,256,0,10.826734036976289
362.0,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128 SSD    1000 HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308,Intel,0,0,1600,900,106.11306214269258,128,1000,10.55341403064151
363.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,1.86,34045,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.435438457917067
364.0,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256 SSD,Nvidia GeForce 920MX ,No OS,2.2,26586,Intel,0,0,1366,768,100.45466986113651,256,0,10.188140040427545
365.0,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2000 HDD,Intel HD Graphics 405,Windows 10,2.04,20725,Intel,0,0,1366,768,100.45466986113651,0,2000,9.939095980003495
366.0,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD    1000 HDD,AMD Radeon 530,Windows 10,2.8,57808,Intel,0,0,1920,1080,127.33567457123111,128,1000,10.964882453387421
367.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD    1000 HDD,Nvidia GeForce GTX 1050,No OS,2.4,43103,Intel,0,1,1920,1080,141.21199808219862,128,1000,10.67134787923793
368.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon R7 M445,Windows 10,2.33,47898,Intel,0,0,1920,1080,141.21199808219862,256,0,10.776829028873854
369.0,HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,93240,Intel,0,1,1920,1080,157.3505121487356,256,0,11.442932093149693
370.0,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512 SSD    2000 HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,58554,Intel,1,0,1920,1080,141.21199808219862,512,2000,10.977704684369517
371.0,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128 SSD,AMD Radeon R5,Windows 10,2.1,22697,AMD,0,0,1366,768,100.45466986113651,128,0,10.02998803614547
372.0,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256 SSD    1000 HDD,AMD Radeon RX 580,Windows 10,3.25,117162,AMD,0,1,1920,1080,127.33567457123111,256,1000,11.671312871468553
373.0,Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128 SSD,AMD Radeon R5,Windows 10,2.6,26053,AMD,0,0,1600,900,106.11306214269258,128,0,10.16788820369854
374.0,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.62,46300,Intel,1,0,1920,1080,165.6321180513006,256,0,10.742897240074326
375.0,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256 SSD,AMD Radeon R5,Windows 10,1.91,26053,AMD,0,0,1920,1080,141.21199808219862,256,0,10.16788820369854
376.0,Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128 SSD,Intel HD Graphics 500,Windows 10,1.59,29463,Intel,0,1,1366,768,135.0942111925629,128,0,10.290890517825884
377.0,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500 HDD,Intel HD Graphics 400,Windows 10,1.8,16463,Intel,0,0,1366,768,100.45466986113651,0,500,9.708870717648022
378.0,Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,15238,Intel,0,0,1366,768,111.93520355955211,0,0,9.631547587032955
379.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,45074,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.716060862578612
380.0,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD    1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,63456,Intel,0,1,1920,1080,127.33567457123111,128,1000,11.058102031319523
381.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,No OS,1.85,21498,Intel,0,0,1920,1080,141.21199808219862,128,0,9.975715186533009
382.0,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD    1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,88178,Intel,0,1,1920,1080,141.21199808219862,128,1000,11.387112777774695
383.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.5,58554,Intel,0,1,1920,1080,157.3505121487356,256,0,10.977704684369517
384.0,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.1,93181,Intel,1,0,1920,1080,165.6321180513006,512,0,11.442299117229922
385.0,Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.13,121584,Intel,0,1,2560,1440,209.8006828649808,512,0,11.708360660909566
386.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.5,29250,Intel,0,1,1920,1080,165.6321180513006,128,0,10.283634852660002
387.0,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8,500 HDD,AMD FirePro W5130M,Windows 10,2.23,72940,Intel,0,0,1920,1080,141.21199808219862,0,500,11.197392464362672
388.0,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256 SSD,Nvidia Quadro M1200,Windows 10,2.0,113752,Intel,0,1,1920,1080,141.21199808219862,256,0,11.64177591907621
389.0,Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.42,133679,Intel,1,0,2560,1440,209.8006828649808,512,0,11.803196682690727
390.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,55357,Intel,0,0,1920,1080,127.33567457123111,0,1000,10.921558398071735
391.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768,Intel,0,0,1920,1080,127.33567457123111,256,1000,11.347673392071796
392.0,Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1000 HDD,Nvidia GeForce MX130,Windows 10,2.2,36975,Intel,0,1,1366,768,100.45466986113651,0,1000,10.517997287579
393.0,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874,Intel,0,0,1920,1080,127.33567457123111,256,0,11.182669864959387
394.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon R7 M445,Linux,2.33,41498,Intel,0,0,1920,1080,141.21199808219862,256,0,10.633400512286396
395.0,HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256 SSD,AMD Radeon 520,Windows 10,1.91,26586,AMD,0,0,1920,1080,141.21199808219862,256,0,10.188140040427545
396.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,AMD Radeon RX 550,Windows 10,2.1,65510,Intel,0,1,1920,1080,141.21199808219862,256,0,11.089958081725921
397.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.9,49976,Intel,0,1,1920,1080,157.3505121487356,256,0,10.819298169173406
398.0,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia Quadro M1200,Windows 10,1.78,144495,Intel,1,0,3840,2160,282.42399616439724,256,0,11.881000183859834
399.0,Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1000 SSD,Intel HD Graphics 620,Windows 10,1.13,139860,Intel,0,1,2560,1440,209.8006828649808,1000,0,11.848397201257859
400.0,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Windows 10,2.2,16303,Intel,0,0,1366,768,100.45466986113651,0,1000,9.699104418939655
401.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,81465,Intel,0,0,1920,1080,127.33567457123111,256,1000,11.307928759137056
402.0,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD    1000 HDD,AMD Radeon RX 550,Windows 10,2.1,60978,Intel,0,1,1920,1080,86.05106133133977,256,1000,11.018268422365821
403.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Linux,2.5,46833,Intel,0,0,1920,1080,141.21199808219862,256,0,10.754343361624777
404.0,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,119826,Intel,0,0,1920,1080,127.33567457123111,256,1000,11.693795969496868
405.0,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.1,99793,Intel,0,0,1920,1080,157.3505121487356,512,0,11.51085331955905
406.0,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,1.2,93080,Intel,0,0,1920,1080,165.6321180513006,512,0,11.441214617416229
407.0,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512 SSD,Intel HD Graphics,Windows 10,1.36,89510,Intel,0,0,1920,1080,157.3505121487356,512,0,11.402105629864984
